cluster_0	7omm_D_NA_A
cluster_1642	7cj2_K_L_B
cluster_1643	8ddk_A_B_C
cluster_1644	4zxb_C_D_E
cluster_1645	7lcv_A_B_C
cluster_1646	7r6x_H_L_R
cluster_1647	4gms_I_M_C
cluster_1648	6xsw_D_E_F
cluster_1649	5cus_H_L_A 5cus_J_N_C 5cus_K_O_D
cluster_1650	6ieb_E_F_B
cluster_1651	1jrh_H_L_I
cluster_1652	6fy3_X_Y_Z
cluster_1653	7pa8_J_I_B 7pa8_L_K_A
cluster_1654	7dkj_C_D_A 7dkj_G_H_E 7dkj_K_L_I
cluster_1655	3rif_F_N_B
cluster_1656	5xcs_A_B_C 5xcu_A_B_C 5xcu_D_E_F
cluster_1657	6b0n_D_E_G
cluster_1658	7cec_F_G_B 7nwl_D_E_B
cluster_1659	7kzb_A_B_C
cluster_1660	7kra_I_J_A 7ktx_I_J_A
cluster_1661	6opa_S_R_G
cluster_1662	7u9p_H_L_A
cluster_1663	4hg4_X_Y_H 4hg4_Z_z_I
cluster_1664	5xcq_A_B_C 5xcr_A_B_C 5xcr_D_E_F 5xct_A_B_C
cluster_1665	5xcv_A_B_C 5xcv_D_E_F
cluster_1666	6yax_I_M_B
cluster_1667	6lz4_A_B_C 6lz4_D_E_F
cluster_1668	2j88_H_L_A
cluster_1669	4hf5_H_L_A
cluster_1670	7pa8_H_G_C
cluster_1671	7ceb_C_D_B
cluster_1672	2aep_H_L_A 2aeq_H_L_A
cluster_1673	5v8l_J_N_A
cluster_1674	7kfe_G_I_B 7kfe_H_J_C
cluster_1675	5o0w_E_NA_A 5o0w_F_NA_B 5o0w_G_NA_C 5o0w_H_NA_D
cluster_1676	6oca_C_NA_A 6oca_D_NA_B
cluster_1677	7d3l_H_L_2
cluster_1678	4xvj_H_L_A
cluster_1679	7kfb_G_J_A 7kfb_H_K_B 7kfb_I_L_C 7m8l_G_J_A 7m8l_H_K_B 7m8l_I_L_C
cluster_1680	7s2r_B_NA_A
cluster_1681	1jto_A_NA_L 1jto_B_NA_M 1jtp_A_NA_L 1jtp_B_NA_M 1jtt_A_NA_L 1mel_A_NA_L 1mel_B_NA_M 1xfp_A_NA_L
cluster_1682	5lhn_B_NA_A 5lhp_B_NA_A 5lhq_B_NA_A
cluster_1683	6sge_B_NA_C 6sge_D_NA_A
cluster_1684	7d6y_B_NA_A 7d8b_B_NA_A 7d8b_D_NA_C 7xtp_C_NA_A 7xtp_D_NA_B
cluster_1685	7nxx_B_NA_A
cluster_1686	7rw2_G_J_B 7rw2_H_L_A 7rw2_I_K_C
cluster_1687	6yz5_F_NA_E 6yz7_D_NA_A 6z2m_D_NA_A 6z2m_F_NA_E 6z43_X_NA_A 6z43_Y_NA_B 6z43_Z_NA_C 7z1a_E_NA_C 7z1a_F_NA_A 7z1b_E_NA_C 7z1b_F_NA_A 7z1c_E_NA_C 7z1c_F_NA_A 7z1d_F_NA_E 7z6v_X_NA_A 7z6v_Y_NA_B 7z6v_Z_NA_C 7z7x_D_NA_A 7z7x_E_NA_B 7z7x_F_NA_C 7z85_D_NA_A 7z85_E_NA_B 7z85_F_NA_C 7z9q_D_NA_C 7z9q_E_NA_A 7z9q_F_NA_B
cluster_1688	8en1_C_NA_A 8en1_D_NA_B
cluster_1689	1zmy_A_NA_L
cluster_1690	5o03_C_NA_A 5o03_D_NA_B
cluster_1691	6ibb_B_NA_A 6ibb_D_NA_C 6rnk_B_NA_A 6z10_B_NA_A
cluster_1692	7kfh_G_J_A 7kfh_H_K_B 7kfh_I_L_C
cluster_1693	7nll_A_NA_D 7nll_C_NA_B 7ns6_G_NA_L 7ns6_H_NA_J 7ns6_O_NA_N 7ns6_S_NA_M 7ns6_T_NA_I 7ns6_U_NA_K
cluster_1694	7vfb_B_NA_A
cluster_1695	4nbz_B_NA_A 4nbz_D_NA_C 4nc0_B_NA_A 4nc1_E_NA_A 4nc1_F_NA_B
cluster_1696	6kn9_E_e_B
cluster_1697	6pci_H_K_A 6pci_I_L_B 6pci_J_M_C 6uye_G_J_A 6uye_H_K_B 6uye_I_L_C
cluster_1698	7bu8_G_I_B 7bu8_H_L_A 7bu8_J_K_C 7bua_G_I_B 7bua_H_L_A 7bua_J_K_C 7bub_G_I_B 7bud_G_I_B 7bue_G_I_B 7bue_H_L_A 7bue_J_K_C 7buf_G_I_B 7buf_H_L_A
cluster_1699	7fat_B_NA_A
cluster_1700	7mjs_H_L_X
cluster_1701	7t4g_G_I_C 7t4g_H_L_A 7t4g_J_K_E
cluster_1702	7tpr_D_NA_B 7tpr_E_NA_C
cluster_1703	7wki_B_NA_A
cluster_1704	2xtj_D_B_A
cluster_1705	5foj_A_NA_B
cluster_1706	5gxb_B_NA_A
cluster_1707	6cvk_A_a_C 6cvk_B_b_D 6cwd_A_a_C 6cwd_B_b_D 6cwd_E_e_F 6cwd_G_g_H
cluster_1708	6ey0_E_NA_A 6ey0_F_NA_B 6ey0_G_NA_C 6ey0_H_NA_D
cluster_1709	6f2g_B_NA_A 6f2w_B_NA_A
cluster_1710	6okp_M_N_D 6okp_O_P_E 6okp_Q_R_F
cluster_1711	7d5p_C_NA_A 7d5p_D_NA_B 7d5q_C_NA_A 7d5q_D_NA_B
cluster_1712	7kf9_G_J_A 7kf9_H_K_B 7kf9_I_L_C
cluster_1713	7ldj_E_NA_B 7ldj_F_NA_A 7ldj_G_NA_C 7ldj_H_NA_D 7lx5_C_NA_B
cluster_1714	7llk_C_D_A 7llk_G_H_E 7llk_K_L_I
cluster_1715	7won_H_L_F 7wp0_H_L_F 7wp1_H_L_F 7wp2_H_L_F 7wp5_H_L_F
cluster_1716	7zml_E_NA_B 7zml_F_NA_A 7zml_G_NA_D 7zml_K_NA_C 7zmm_E_NA_C 7zmm_F_NA_B 7zmm_G_NA_D 7zmm_K_NA_A
cluster_1717	7zr9_D_E_C 7zr9_F_G_B 7zr9_H_L_A
cluster_1718	8en5_E_NA_A 8en5_F_NA_B 8en5_G_NA_C 8en5_H_NA_D
cluster_1719	4hep_G_NA_A
cluster_1720	4ut6_H_L_A 4ut6_I_M_B
cluster_1721	6ey6_I_NA_A 6ey6_J_NA_B 6ey6_K_NA_C 6ey6_L_NA_D 6ey6_M_NA_E 6ey6_N_NA_F 6ey6_O_NA_G 6ey6_P_NA_H
cluster_1722	6u0l_H_L_A 6u0l_I_J_B 6u0l_P_Q_C 6u0n_H_L_A 6u0n_I_J_B 6u0n_P_Q_C
cluster_1723	6udj_D_E_P 6udj_H_I_J 6udj_N_O_G
cluster_1724	6udk_D_E_G 6udk_H_L_K 6udk_M_N_R
cluster_1725	7om4_B_NA_A
cluster_1726	7pa6_K_k_A 7pa6_L_l_B 7pa6_M_m_C 7pa6_N_n_D 7pa6_O_o_E 7pa6_P_p_F 7pa6_Q_q_G 7pa6_R_r_H 7pa6_S_s_I 7pa6_T_t_J
cluster_1727	7pc2_M_N_C 7pc2_O_P_B 7pc2_Q_R_A
cluster_1728	7rby_B_NA_A 7rby_D_NA_C
cluster_1729	7wd1_C_NA_B 7wd1_D_NA_A
cluster_1730	8sw4_O_P_A 8sw4_Q_R_D 8sw4_S_T_C
cluster_1731	8vfv_H_L_A
cluster_1732	3g9a_B_NA_A
cluster_1733	3jbc_7_NA_3
cluster_1734	2x89_A_NA_D 2x89_B_NA_F 4kdt_A_NA_D 4kdt_B_NA_C
cluster_1735	4lgs_B_NA_A
cluster_1736	5y0a_D_E_A 5y0a_F_G_B 5y0a_H_L_C
cluster_1737	6knm_A_NA_B
cluster_1738	6nnj_U_V_G
cluster_1739	6pzy_C_D_A 6pzy_G_J_B 6pzy_H_K_E 6pzy_I_L_F
cluster_1740	6qv2_E_NA_B 6qv2_F_NA_D
cluster_1741	6nnf_U_V_G 6vi0_E_D_C 6vi0_H_L_G 6vi0_K_J_I
cluster_1742	7eo0_H_L_3
cluster_1743	7ey5_H_L_A
cluster_1744	7kde_H_L_G 7kde_J_I_F 7kde_M_N_E
cluster_1745	7kej_G_J_A 7kej_H_K_B 7kej_I_L_C
cluster_1746	7l56_F_G_C 7l56_H_L_A 7l56_J_K_B
cluster_1747	7lbe_H_G_A 7lbf_H_G_A 7lbg_H_G_A 7t4r_J_I_B 7t4r_S_R_K
cluster_1748	7ls9_D_F_B 7ls9_E_G_C 7ls9_H_L_A
cluster_1749	7luc_J_K_A 7luc_L_M_B 7luc_N_O_C
cluster_1750	7mxe_R_W_J
cluster_1751	7na9_D_NA_A
cluster_1752	7nmu_C_NA_A 7nmu_D_NA_B
cluster_1753	7olz_C_NA_A
cluster_1754	7r8n_H_L_A 7r8n_M_N_E 7r8n_O_P_B
cluster_1755	7swp_H_L_A
cluster_1756	7tgf_B_NA_A
cluster_1757	7wd2_C_NA_A 7wd2_D_NA_B
cluster_1758	7xic_E_F_C 7xic_H_I_A 7xic_K_L_B
cluster_1759	8t4d_H_L_A 8t4d_O_Q_E 8t4d_P_R_F
cluster_1760	4i13_B_NA_A 4i1n_B_NA_A
cluster_1761	4lhq_B_NA_A 4lhq_D_NA_C
cluster_1762	4tvs_a_NA_A 4tvs_b_NA_B
cluster_1763	4w6y_B_NA_A
cluster_1764	4y7m_A_NA_C 4y7m_B_NA_D
cluster_1765	5e7f_A_NA_G 5e7f_B_NA_H 5e7f_C_NA_I
cluster_1766	5f1o_B_NA_A
cluster_1767	5jz7_C_D_A 5jz7_G_I_F 5jz7_H_L_B 5jz7_J_K_E
cluster_1768	5j56_B_NA_A 5u4l_B_NA_A 5u4m_B_NA_A
cluster_1769	6dfh_G_J_C 6dfh_H_L_A 6dfh_I_K_D
cluster_1770	6mtj_D_E_B 6mtn_D_E_B 6mu6_D_E_B 6mu7_D_E_B 6mu8_D_E_B 6mug_D_E_B 6nm6_D_E_B 6nnf_D_E_B 6nnj_D_E_B 6vzi_D_E_B 6w03_D_E_B 6wix_D_E_B
cluster_1771	6nf5_E_F_C 6nf5_H_L_A 6nf5_O_P_J
cluster_1772	6nm6_U_V_G
cluster_1773	6rqm_B_NA_A
cluster_1774	6uft_B_NA_A
cluster_1775	6vn1_H_L_A 6vn1_I_M_B 6vn1_J_N_C
cluster_1776	6zbp_F_NA_E 6zcz_F_NA_E 6zh9_F_NA_E 6zhd_D_NA_A 6zhd_E_NA_C 6zhd_F_NA_B 7z1e_F_NA_E 7z86_X_NA_A 7z86_Y_NA_B 7z86_Z_NA_C 7z9r_X_NA_A 7z9r_Y_NA_B 7z9r_Z_NA_C
cluster_1777	6zwk_A_NA_G 6zwk_B_NA_H 6zwk_C_NA_I 6zwk_D_NA_J 6zwk_E_NA_K 6zwk_F_NA_L
cluster_1778	7a6o_B_NA_A 7eow_B_NA_A
cluster_1779	7bel_E_F_X 7bel_H_L_R 7nd4_D_E_A 7nd4_F_G_B 7nd4_H_L_C
cluster_1780	7k8x_E_G_A
cluster_1781	7lzp_B_NA_A 7lzp_E_NA_D
cluster_1782	7mep_H_L_A
cluster_1783	7n5h_E_F_B 7n5h_H_L_A 7n5h_J_K_C
cluster_1784	7n65_C_D_A 7n65_G_H_E 7n65_K_L_I
cluster_1785	7now_A_NA_B 7now_C_NA_D
cluster_1786	7r98_D_NA_A 7r98_E_NA_B 7r98_F_NA_C
cluster_1787	7ra3_N_NA_B 7rg9_N_NA_A 7wui_N_NA_A
cluster_1788	7th2_C_NA_A 7th2_D_NA_B
cluster_1789	7voa_A_NA_B
cluster_1790	7x7d_B_NA_A 7x7d_C_NA_D 7x7d_F_NA_E 7x7e_A_NA_D 7x7e_B_NA_C 7x7e_E_NA_F
cluster_1791	8cyj_C_NA_R
cluster_1792	8f92_H_L_A 8f92_O_Q_E 8f92_P_R_F
cluster_1793	8t49_H_L_A 8t49_O_Q_E 8t49_P_R_F
cluster_1794	1ezv_X_Y_E 1kb9_J_K_E 1kyo_J_K_E 1kyo_U_V_P 1p84_J_K_E 2ibz_X_Y_E 3cx5_J_K_E 3cx5_U_V_P 3cxh_J_K_E 3cxh_U_V_P 4pd4_J_K_E
cluster_1795	1mvf_A_NA_E 1mvf_B_NA_D
cluster_1796	3jbe_7_NA_3
cluster_1797	3rjq_B_NA_A 7ri2_B_NA_A
cluster_1798	4c57_C_NA_A 4c57_D_NA_B 5y7z_C_NA_A 5y7z_D_NA_B 5y80_B_NA_A
cluster_1799	4dk3_A_NA_C 4dk3_B_NA_D 4dk6_A_NA_D 4dk6_B_NA_C
cluster_1800	4eiz_C_NA_B 4eiz_D_NA_A 4ej1_C_NA_B 4ej1_D_NA_A
cluster_1801	4i0c_C_NA_B 4i0c_D_NA_A
cluster_1802	4kfz_C_NA_A 4kfz_D_NA_B
cluster_1803	4m62_H_L_S 4m62_I_M_T 4m8q_A_B_S 4m8q_H_L_C 4odx_A_L_Y 4odx_H_B_X
cluster_1804	4p2c_H_NA_C 4p2c_I_NA_D 4p2c_J_NA_E 4p2c_K_NA_F
cluster_1805	4qo1_A_NA_B
cluster_1806	4s10_A_NA_C 4s10_B_NA_D 6h1f_A_NA_B
cluster_1807	5cba_A_B_E 5cba_C_D_F 5cbe_A_B_E 5cbe_C_D_F
cluster_1808	5hgg_S_NA_B 5hgg_T_NA_A
cluster_1809	5ja8_B_NA_A 5ja8_D_NA_C 5ja8_F_NA_E 5ja8_H_NA_G
cluster_1810	5m2m_D_NA_B 5m2m_E_NA_C 5m2m_F_NA_A 5m2m_H_NA_G 5m2m_J_NA_I 5m2m_N_NA_M
cluster_1811	6cwg_B_NA_A 6cwg_D_NA_C
cluster_1812	6kyz_B_C_A 6kyz_E_F_D
cluster_1813	6oq5_D_NA_A 6oq6_D_NA_A
cluster_1814	6do1_C_NA_A 6do1_D_NA_B 6os0_D_NA_A 6os1_D_NA_A 6os2_D_NA_A
cluster_1815	6uc6_C_NA_A 6uc6_D_NA_B
cluster_1816	6waq_A_NA_B 6waq_C_NA_D
cluster_1817	7a50_A_NA_B 7a50_C_NA_D
cluster_1818	7anq_B_NA_A
cluster_1819	7aqy_C_NA_B 7aqy_D_NA_A
cluster_1820	7bpk_C_D_A 7bpk_H_L_B
cluster_1821	7l2d_H_L_A
cluster_1822	7ly9_H_L_D
cluster_1823	7oap_F_NA_E 7oaq_F_NA_E 8owt_C_NA_B 8owt_F_NA_E
cluster_1824	7q3q_B_NA_A
cluster_1825	7q3r_F_NA_A
cluster_1826	7sk3_D_C_B 7sk4_D_C_B 7sk8_D_C_B
cluster_1827	7uny_B_NA_D 7uny_C_NA_A
cluster_1828	7wrl_A_B_R
cluster_1829	7x2j_B_NA_S 7x2k_B_NA_E
cluster_1830	7zk1_B_NA_A 7zkz_B_NA_A
cluster_1831	8cya_D_NA_C 8cya_E_NA_A 8cya_F_NA_B 8cyj_A_NA_R
cluster_1832	8cyc_D_NA_A 8cyc_E_NA_B 8cyc_F_NA_C
cluster_1833	8cyj_D_NA_R
cluster_1834	8dam_C_NA_A
cluster_1835	8g79_N_NA_D
cluster_1836	9g13_A_NA_B 9g13_C_NA_D 9g13_E_NA_F 9g13_G_NA_H
cluster_1837	1g6v_K_NA_A
cluster_1838	2x6m_A_NA_B
cluster_1839	3stb_A_NA_D 3stb_B_NA_C
cluster_1840	4n1h_B_NA_A 4n1h_D_NA_C
cluster_1841	4yjz_l_L_E
cluster_1842	5e0q_A_NA_B
cluster_1843	5jds_B_NA_A
cluster_1844	5n88_A_NA_D 5n88_H_NA_E
cluster_1845	5ovw_G_NA_C 5ovw_H_NA_A 5ovw_I_NA_B 5ovw_J_NA_D 5ovw_K_NA_E 5ovw_L_NA_F
cluster_1846	5sv3_A_NA_B 5sv3_C_NA_D
cluster_1847	5tok_D_NA_B 5tok_E_NA_A 5tok_F_NA_C
cluster_1848	5ujz_G_g_A 5ujz_H_h_C 5ujz_I_i_E 5uk0_G_g_A 5uk0_H_h_C 5uk0_I_i_E 5uk1_G_g_A 5uk1_H_h_C 5uk1_I_i_E 5uk2_G_g_A 5uk2_H_h_C 5uk2_I_i_E
cluster_1849	5yoy_G_D_B 5yoy_H_E_C 5yoy_I_F_A 5yoy_P_M_K 5yoy_Q_N_L 5yoy_R_O_J
cluster_1850	6b73_C_NA_B 6b73_D_NA_A
cluster_1851	6gjs_B_NA_A 6gk4_B_NA_A 6gk4_E_NA_D 6gkd_B_NA_A 6gkd_G_NA_F 6gkd_J_NA_I 6gkd_M_NA_L 6gkd_P_NA_O 6gkd_S_NA_R
cluster_1852	6h6z_D_NA_A 6h70_C_NA_B 6h70_D_NA_A
cluster_1853	6i8g_B_NA_A
cluster_1854	1zvy_A_NA_B 6jb2_A_NA_B 6jb5_A_NA_B 6jb8_A_NA_B
cluster_1855	6nfc_H_L_A
cluster_1856	6oyh_E_NA_A 6oyh_F_NA_B 6oyh_G_NA_C 6oyh_H_NA_D 6oyz_E_NA_A 6oyz_F_NA_B 6oyz_G_NA_C 6oyz_H_NA_D 6oz6_E_NA_A 6oz6_F_NA_B 6oz6_G_NA_C 6oz6_H_NA_D 9b70_G_NA_A 9b70_H_NA_B 9b71_G_NA_A 9b71_H_NA_B
cluster_1857	6p65_C_D_B 6p65_F_G_E 6p65_H_L_A
cluster_1858	6uht_C_NA_A 6uht_D_NA_B
cluster_1859	6ukj_H_L_A
cluster_1860	6um5_C_D_A 6um5_G_H_E 6um5_K_L_I 8saz_C_D_A 8saz_H_I_E 8saz_M_N_K
cluster_1861	6um7_B_C_I 6um7_F_G_E 6um7_J_K_A
cluster_1862	6v7y_F_NA_A
cluster_1863	6xw6_C_NA_A 6xw6_D_NA_B
cluster_1864	6xzf_B_NA_A
cluster_1865	7d4b_B_NA_A
cluster_1866	7e53_B_NA_A
cluster_1867	7fau_B_NA_A 7fau_D_NA_C
cluster_1868	7k8v_M_N_C
cluster_1869	7k8w_N_S_G
cluster_1870	7kjh_A_NA_C 7kjh_B_NA_D
cluster_1871	7l2f_G_J_C 7l2f_H_L_A 7l2f_I_K_B
cluster_1872	7lxx_H_L_A 7lxz_G_I_B 7lxz_H_J_A 7lxz_N_O_K
cluster_1873	7m6h_E_G_A
cluster_1874	7n9c_D_NA_C 7n9c_E_NA_A
cluster_1875	7r73_A_NA_G
cluster_1876	7rbu_H_L_B 7rbv_h_l_A
cluster_1877	6i6j_C_NA_A 7rxc_N_NA_K
cluster_1878	7s2s_A_NA_D 7s2s_C_NA_B
cluster_1879	7sai_C_NA_A
cluster_1880	7tb8_D_E_A 7tb8_F_G_B 7tb8_J_K_C 7tbf_D_E_A
cluster_1881	7uap_H_L_A 7uap_M_N_B 7uap_O_P_C 7uaq_H_L_A
cluster_1882	7wr8_A_B_R
cluster_1883	7yr1_D_F_B 7yr1_E_G_C 7yr1_H_L_A
cluster_1884	7zw1_C_NA_B
cluster_1885	8cxn_D_NA_A 8cxn_E_NA_B 8cxn_F_NA_C
cluster_1886	8dao_A_B_J 8dao_C_D_I
cluster_1887	8dy6_C_D_A 8dy6_G_H_E 8dy6_K_L_I
cluster_1888	8owv_F_NA_E 8oyt_E_NA_C 8oyt_F_NA_A 8oyt_G_NA_B 8oyu_D_NA_A 8oyu_E_NA_C
cluster_1889	8sau_C_D_A 8sau_H_I_F 8sau_M_N_K
cluster_1890	8sb4_C_D_A 8sb4_H_I_F 8sb4_M_N_K
cluster_1891	8t4l_H_L_A 8t4l_O_Q_E 8t4l_P_R_F
cluster_1892	2vyr_E_NA_A 2vyr_F_NA_B 2vyr_G_NA_C 2vyr_H_NA_D 2vyr_J_NA_A
cluster_1893	4fhb_D_NA_A
cluster_1894	4gft_B_NA_A
cluster_1895	4grw_E_NA_D 4grw_G_NA_B
cluster_1896	4grw_F_NA_C 4grw_J_NA_A
cluster_1897	4w6x_B_NA_A
cluster_1898	5m14_C_NA_A
cluster_1899	5m15_C_NA_A
cluster_1900	5mp2_C_NA_A 5mp2_D_NA_B
cluster_1901	5o8f_K_NA_A 5o8f_L_NA_B 5o8f_M_NA_C 5ojm_K_NA_A 5ojm_L_NA_B 5ojm_M_NA_C 5ojm_N_NA_D 5ojm_O_NA_E 6a96_K_NA_D 6a96_O_NA_E 6qfa_K_NA_B 6qfa_L_NA_C 6qfa_M_NA_D 6qfa_N_NA_E 6qfa_O_NA_A 7a5v_O_NA_A 7qn5_F_NA_C 7qn5_G_NA_D 7qn6_K_NA_B 7qn6_L_NA_C 7qn6_M_NA_D 7qn7_F_NA_C 7qn7_G_NA_D 7qn8_K_NA_B 7qn8_L_NA_C 7qn8_M_NA_D 7qn9_L_NA_C 7qn9_M_NA_D 7qnc_F_NA_C 7qnc_G_NA_D 7qnd_K_NA_B 7qnd_L_NA_C 7qnd_M_NA_D
cluster_1902	5toj_D_NA_A 5toj_E_NA_B 5toj_F_NA_C
cluster_1903	5uk4_a_NA_A 5uk4_b_NA_B 5uk4_c_NA_C 5uk4_d_NA_D 5uk4_e_NA_E 5uk4_f_NA_F 5uk4_g_NA_G 5uk4_h_NA_H 5uk4_i_NA_I 5uk4_j_NA_J 5uk4_k_NA_K 5uk4_l_NA_L 5uk4_m_NA_M 5uk4_n_NA_N 5uk4_o_NA_O 5uk4_p_NA_P 5uk4_q_NA_Q 5uk4_r_NA_R 5uk4_s_NA_S 5uk4_t_NA_T
cluster_1904	5vxk_B_NA_A
cluster_1905	5vxm_B_NA_A
cluster_1906	6c9w_B_NA_A
cluster_1907	6gs1_H_NA_A 6gs4_H_NA_A 6gs7_H_NA_A
cluster_1908	4kml_B_NA_A 4n9o_B_NA_A 6her_B_NA_A 6hhd_B_NA_A 6hhd_D_NA_C
cluster_1909	6lr7_B_NA_A
cluster_1910	6rpj_B_NA_A 6rpj_D_NA_C 6rpj_F_NA_E 6rpj_H_NA_G
cluster_1911	6ul4_B_NA_A
cluster_1912	6x08_K_NA_B
cluster_1913	7a0v_B_NA_A 7a0v_D_NA_C 7a0v_F_NA_E 7a17_B_NA_A 7a17_D_NA_C 7a17_F_NA_E
cluster_1914	7ar0_B_NA_A
cluster_1915	7b27_C_NA_A 7b27_D_NA_a
cluster_1916	7b5g_B_NA_A 7b5g_D_NA_C 7b5g_F_NA_E 7b5g_H_NA_G
cluster_1917	7d0b_H_L_A 7d0d_G_F_B 7d0d_H_L_A
cluster_1918	7eya_H_L_R
cluster_1919	7k8s_H_L_A 7k8s_M_N_C 7k8s_O_P_B 7k8t_H_L_C 7k8t_M_N_B 7k8t_O_P_A
cluster_1920	7kn5_E_NA_A 7kn5_F_NA_B 7kn7_B_NA_A
cluster_1921	7l6v_F_NA_A 7m1h_B_NA_A
cluster_1922	7lqv_H_L_A 7lqv_W_X_B 7lqv_Y_Z_C 8dlr_H_L_A
cluster_1923	7klw_C_NA_A 7mfu_C_NA_A 7mfu_F_NA_D 7p77_W_NA_B 7p77_X_NA_E 7p77_Y_NA_C 7p78_W_NA_C 7p78_Y_NA_E 7p7a_A_NA_B 7p7a_D_NA_E
cluster_1924	7mjh_D_NA_A 7mjh_E_NA_B 7mjh_F_NA_C 7mji_E_NA_B
cluster_1925	7nkt_B_NA_A
cluster_1926	7oay_B_NA_A 7oay_D_NA_C 7oay_F_NA_E 7oay_H_NA_G 7oay_J_NA_I 7oay_L_NA_K 7z1a_B_NA_A 7z1a_D_NA_C 7z1b_B_NA_A 7z1b_D_NA_C 7z1c_B_NA_A 7z1c_D_NA_C 7zf4_F_NA_E 8owv_B_NA_E
cluster_1927	7p14_B_NA_A 7p16_B_NA_A
cluster_1928	7q9k_D_E_B 7q9k_H_L_C
cluster_1929	7qbf_B_NA_A
cluster_1930	7r1z_E_NA_A 7r23_B_NA_A 7r24_E_NA_A
cluster_1931	7r4i_D_NA_A 7r4i_E_NA_B
cluster_1932	7kgj_B_NA_A 7klw_B_NA_A 7n0g_X_NA_A 7n0g_Y_NA_B 7n0g_Z_NA_C 7n0h_X_NA_A 7n0h_Z_NA_C 7rxd_N_NA_R
cluster_1933	7soe_B_L_A 7soe_E_D_C 7soe_H_G_F 7sof_H_L_A 8vye_H_L_K 8vye_M_N_E 8vye_T_U_O 8vyf_H_L_A
cluster_1934	7tpr_F_NA_A 7tpr_G_NA_C 7tpr_H_NA_B
cluster_1935	7ugn_G_J_A 7ugn_H_K_B 7ugn_I_L_C 7ugo_G_J_A 7ugo_H_K_B 7ugo_I_L_C
cluster_1936	7uot_O_P_a 7uot_Q_R_b 7uot_S_T_c 7uov_O_P_a 7uov_Q_R_b 7uov_S_T_c
cluster_1937	7ust_B_NA_A
cluster_1938	7vke_B_NA_A
cluster_1939	7wrj_A_B_R
cluster_1940	7ws0_E_D_A 7ws0_G_F_B 7ws0_I_H_C 7ws1_E_D_A 7ws1_G_F_B 7ws1_I_H_C 7ws2_E_D_A 7ws3_E_D_A 7ws3_G_F_B 7ws3_I_H_C 7ws5_E_D_A 7ws5_G_F_B 7ws5_I_H_C 7ws6_I_H_C 7ws7_G_F_B
cluster_1941	7x8y_H_L_A
cluster_1942	7x92_H_L_A
cluster_1943	7z3a_H_L_D 7z3a_J_N_A 7z3a_K_P_C
cluster_1944	7zr7_D_E_A 7zr7_F_G_C 7zr7_H_L_B
cluster_1945	8b7w_H_NA_C
cluster_1946	8cyj_B_NA_R
cluster_1947	8t4b_H_L_A 8t4b_O_Q_E 8t4b_P_R_F
cluster_1948	8the_H_L_A
cluster_1949	8u4t_G_F_I 8u4t_H_L_R 8u4t_P_O_Q 8u4t_Z_Y_A
cluster_1950	1bzq_K_NA_D 1bzq_L_NA_A 1bzq_M_NA_C 1bzq_N_NA_B 2p42_B_NA_A 2p42_D_NA_C 2p43_B_NA_A 2p44_B_NA_A 2p45_B_NA_A 2p46_B_NA_A 2p46_D_NA_C 2p47_B_NA_A 2p48_B_NA_A 2p49_B_NA_A
cluster_1951	1ri8_A_NA_B
cluster_1952	1zvh_A_NA_L
cluster_1953	3k80_A_NA_C 3k80_B_NA_D
cluster_1954	4krl_B_NA_A 4krm_B_NA_A 4krm_D_NA_C 4krm_F_NA_E 4krm_H_NA_G 4krm_J_NA_I 4krm_L_NA_K
cluster_1955	4pir_F_NA_E 4pir_G_NA_A 4pir_H_NA_B 4pir_I_NA_C 4pir_J_NA_D
cluster_1956	4v1d_D_E_C
cluster_1957	4w6w_B_NA_A
cluster_1958	4y5x_A_B_C 4y5x_D_E_F 4y5x_G_H_I 4y5x_J_K_L
cluster_1959	5c2u_B_NA_A
cluster_1960	5e1h_B_NA_A
cluster_1961	5imk_B_NA_A 5iml_B_NA_A 5imm_B_NA_A 5imo_B_NA_A
cluster_1962	5j57_B_NA_A
cluster_1963	5ktz_7_NA_3 5ku0_7_NA_3 5kwl_7_NA_3
cluster_1964	5ku2_7_NA_3
cluster_1965	5mje_B_NA_A
cluster_1966	5o02_C_NA_A
cluster_1967	6gci_B_NA_A
cluster_1968	6gkd_C_NA_A 6gkd_H_NA_F 6gkd_K_NA_I 6gkd_N_NA_L 6gkd_Q_NA_O 6gkd_T_NA_R
cluster_1969	6hjx_F_NA_A 6hjx_G_NA_B 6hjx_H_NA_C 6hjx_I_NA_D 6hjx_J_NA_E 6hjy_F_NA_A 6hjy_G_NA_B 6hjy_H_NA_C 6hjy_I_NA_D 6hjy_J_NA_E
cluster_1970	6ir2_B_NA_A 7saj_B_NA_A 7saj_D_NA_C 7saj_F_NA_E 7saj_H_NA_G 7saj_J_NA_I
cluster_1971	6nb3_D_E_A 6nb3_H_L_C 6nb4_H_L_A
cluster_1972	6nb6_I_M_B 6nb7_D_E_B 6nb7_G_I_C 6nb7_H_L_A
cluster_1973	6oro_D_E_B 6oro_H_L_G 6oro_J_K_I
cluster_1974	6orp_D_E_B 6orp_H_L_G 6orp_J_K_I
cluster_1975	6rtw_B_NA_A 6rty_B_NA_A
cluster_1976	6rvc_D_NA_A 6rvc_E_NA_B 6rvc_F_NA_C
cluster_1977	6vy2_H_L_A 6vy2_I_M_C 6vy2_J_N_E
